"","id","csduid","cases_AM_ad","cases_AM_ped","cases_AM_sr","cases_AT_ad","cases_AT_ped","cases_AT_sr","cases_CR_ad","cases_CR_ped","cases_CR_sr","cases_GR_ad","cases_GR_sr","cases_MH_ad","cases_MH_ped","cases_MH_sr","cases_GR_ped","demand.days.total_AM_ad","demand.days.total_AM_ped","demand.days.total_AM_sr","demand.days.total_AT_ad","demand.days.total_AT_ped","demand.days.total_AT_sr","demand.days.total_CR_ad","demand.days.total_CR_ped","demand.days.total_CR_sr","demand.days.total_GR_ad","demand.days.total_GR_sr","demand.days.total_MH_ad","demand.days.total_MH_ped","demand.days.total_MH_sr","demand.days.total_GR_ped","demand.days.nonALC_AM_ad","demand.days.nonALC_AM_ped","demand.days.nonALC_AM_sr","demand.days.nonALC_AT_ad","demand.days.nonALC_AT_ped","demand.days.nonALC_AT_sr","demand.days.nonALC_CR_ad","demand.days.nonALC_CR_ped","demand.days.nonALC_CR_sr","demand.days.nonALC_GR_ad","demand.days.nonALC_GR_sr","demand.days.nonALC_MH_ad","demand.days.nonALC_MH_ped","demand.days.nonALC_MH_sr","demand.days.nonALC_GR_ped","demand.days.LTC_AM_ad","demand.days.LTC_AM_ped","demand.days.LTC_AM_sr","demand.days.LTC_AT_ad","demand.days.LTC_AT_ped","demand.days.LTC_AT_sr","demand.days.LTC_CR_ad","demand.days.LTC_CR_ped","demand.days.LTC_CR_sr","demand.days.LTC_GR_ad","demand.days.LTC_GR_sr","demand.days.LTC_MH_ad","demand.days.LTC_MH_ped","demand.days.LTC_MH_sr","demand.days.LTC_GR_ped","demand.days.ALC.ex.LTC_AM_ad","demand.days.ALC.ex.LTC_AM_ped","demand.days.ALC.ex.LTC_AM_sr","demand.days.ALC.ex.LTC_AT_ad","demand.days.ALC.ex.LTC_AT_ped","demand.days.ALC.ex.LTC_AT_sr","demand.days.ALC.ex.LTC_CR_ad","demand.days.ALC.ex.LTC_CR_ped","demand.days.ALC.ex.LTC_CR_sr","demand.days.ALC.ex.LTC_GR_ad","demand.days.ALC.ex.LTC_GR_sr","demand.days.ALC.ex.LTC_MH_ad","demand.days.ALC.ex.LTC_MH_ped","demand.days.ALC.ex.LTC_MH_sr","demand.days.ALC.ex.LTC_GR_ped","sum.cases","sum.demand.days.total_AM","sum.demand.days.total_AT","sum.demand.days.total_CR","sum.demand.days.total_GR","sum.demand.days.total_MH","sum.demand.days","sum.LTC.days_AM","sum.LTC.days_AT","sum.LTC.days_CR","sum.LTC.days_GR","sum.LTC.days_MH","sum.LTC.days","sum.ALC.ex.LTC.days_AM","sum.ALC.ex.LTC.days_AT","sum.ALC.ex.LTC.days_CR","sum.ALC.ex.LTC.days_GR","sum.ALC.ex.LTC.days_MH","sum.ALC.ex.LTC.days","beds.needed_AM","beds.needed_AT","beds.needed_CR","beds.needed_GR","beds.needed_MH","total.hosp.beds.needed","beds.existing","beds.existing.CR","beds.existing.GR","beds.existing.MH","beds.existing.AT","beds.forecasted.AT","beds.forecasted.CR","beds.forecasted.GR","beds.forecasted.MH","beds.forecasted","utilization.AM","utilization.AT","utilization.CR","utilization.GR","utilization.MH","utilization","utilization.AT.existing","utilization.CR.existing","utilization.GR.existing","utilization.MH.existing","utilization.existing","hosp.caretype.travel.time.total_AM","hosp.caretype.travel.time.total_AT","hosp.caretype.travel.time.total_CR","hosp.caretype.travel.time.total_GR","hosp.caretype.travel.time.total_MH","hosp.caretype.travel.time.avg_AM","hosp.caretype.travel.time.avg_AT","hosp.caretype.travel.time.avg_CR","hosp.caretype.travel.time.avg_GR","hosp.caretype.travel.time.avg_MH","hosp.caretype.travel.distance.total_AM","hosp.caretype.travel.distance.total_AT","hosp.caretype.travel.distance.total_CR","hosp.caretype.travel.distance.total_GR","hosp.caretype.travel.distance.total_MH","hosp.caretype.travel.distance.avg_AM","hosp.caretype.travel.distance.avg_AT","hosp.caretype.travel.distance.avg_CR","hosp.caretype.travel.distance.avg_GR","hosp.caretype.travel.distance.avg_MH","hosp.travel.time.total","hosp.travel.time.avg","hosp.travel.distance.total","hosp.travel.distance.avg","cost_2018","hospital.lat","hospital.long","name","csdname"
"127",134,3541055,10550.1385181033,2897.81447893035,2128.73929948474,187.489934545143,0.0610056690165175,232.099522680931,24.6625210003926,0,22.8898768621174,0,0,0,0,0,0,0,0,0,4013.37920666162,0.122011338033035,9322.24034431966,3589.33488906785,0,4371.91270788828,0,0,0,0,0,0,0,0,0,1130.49851102212,0.122011338033035,1404.94041618497,1011.05266627078,0,658.884198698823,0,0,0,0,0,0,0,0,0,2642.37586033496,0,7602.112729385,2363.18856932041,0,3565.21308406827,0,0,0,0,0,0,0,0,0,240.504835304538,0,315.187198749689,215.093653476658,0,147.815425121185,0,0,0,0,0,0,16043.895157276,0,13335.7415623193,7961.24759695613,0,0,21296.9891592754,0,10244.48858972,5928.40165338868,0,0,16172.8902431086,0,555.692034054227,362.909078597843,0,0,918.60111265207,0,37,22,0,0,59,22,10,0,0,12,37,22,0,0,59,0,0.987466979808909,0.991438056906118,NA,NA,0.988947720421427,0,2.18116372519346,NA,NA,2.65217797749383,1269429.29507793,27061.313240599,4284.73539793712,NA,NA,40.7477168744506,32.2426824623379,45.0527795709244,NA,NA,1315179.86700266,26752.1291088732,4464.40280198203,NA,NA,42.2162755085245,31.8742995352789,46.941931455172,NA,NA,1300775.34371647,40.538015580542,1346396.39891352,41.9597730387474,40289266,44.738323,-81.138711,"GREY BRUCE HEALTH SERVICES-WIARTON SITE","South Bruce Peninsula"
"128",135,3540040,7245.74436604147,2530.53469172468,1591.65917097094,72.4677810995556,0.146819277236585,120.161764936802,26.0391577594099,0,83.3776989009978,43.1507442794952,99.8316264710885,0,0,0,0,0,0,0,295.262671678285,0.146819277236585,817.483872122991,426.973916094741,0,1604.97212433522,610.709921927548,1809.65214894184,0,0,0,0,0,0,0,258.218186056602,0.146819277236585,724.024441706709,373.404567129291,0,1421.48253427782,534.08853665974,1602.76236816552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0444856216828,0,93.4594304162824,53.5693489654504,0,183.489590057396,76.6213852678078,206.889780776323,0,0,0,0,11813.1138214617,0,1112.89336307851,2031.94604042996,2420.36207086939,0,5565.20147437786,0,0,0,0,0,0,0,130.503916037965,237.058939022846,283.511166044131,0,651.074021104943,0,4,6,7,0,17,20,4,9,0,7,7,6,9,0,22,0,0.435574701791981,0.92782924220546,0.736792106809555,NA,0.69305124213921,0,1.39174386330819,0.736792106809555,NA,0.762356366353131,543542.343312347,8230.05488669875,6812.54815987665,9690.90507360274,NA,23.9068128439651,21.3461200840433,31.1311637338498,33.8884612932716,NA,562305.516970998,8359.98597698155,7227.7563581937,10198.1314536706,NA,24.7320800683778,21.6831196173404,33.0285322517817,35.6621987736519,NA,568275.851432525,24.0527544228051,588091.390759844,24.8914638277428,1888386,43.551191,-81.385314,"SEAFORTH COMMUNITY HOSPITAL","Huron East"
"129",136,3539005,6623.78915948744,1791.32001804172,1630.38398523682,120.059594067474,0,181.258130473389,0,0,0,0,0,0,0,0,0,0,0,0,1176.21448209742,0,5047.74018582447,0,0,0,0,0,0,0,0,0,0,0,0,924.095057367829,0,2583.87241200867,0,0,0,0,0,0,0,0,0,0,0,0,203.364264924007,0,2221.28735910637,0,0,0,0,0,0,0,0,0,0,0,0,48.7551598055838,0,242.580414709428,0,0,0,0,0,0,0,0,0,10346.8108873068,0,6223.95466792189,0,0,0,6223.95466792189,0,2424.65162403038,0,0,0,2424.65162403038,0,291.335574515012,0,0,0,291.335574515012,0,18,0,0,0,18,12,0,0,0,12,18,0,0,0,18,0,0.947329477613682,NA,NA,NA,0.947329477613682,0,NA,NA,NA,1.42099421642052,717629.177405222,17858.7126529334,NA,NA,NA,35.7189620149832,29.634354700086,NA,NA,NA,857815.908628825,19808.1183096974,NA,NA,NA,42.6965552974718,32.8691555398547,NA,NA,NA,735487.890058156,35.5417673169435,877624.026938522,42.4103637583231,6950148,42.683425,-81.789223,"FOUR COUNTIES HEALTH SERVICES CORP","Southwest Middlesex"
"130",137,3540025,7933.88554688538,2654.25296263637,2486.18894497795,221.202548506578,1.93063353961851,286.844830630595,13.6819946384515,0,62.0573005810224,0,0,0,0,0,0,0,0,0,753.223389192426,1.93063353961851,1525.16117109088,248.476620222376,0,950.03707604823,0,0,0,0,0,0,0,0,0,658.721863306158,1.93063353961851,1350.79602554616,217.302044266559,0,841.423405455277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5015258862679,0,174.365145544717,31.174575955817,0,108.613670592953,0,0,0,0,0,0,13660.044762396,0,2280.31519382293,1198.51369627061,0,0,3478.82889009353,0,0,0,0,0,0,0,268.866671430985,139.78824654877,0,0,408.654917979754,0,7,4,0,0,11,20,10,0,0,10,10,10,0,0,20,0,0.62474388871861,0.328359916786467,NA,NA,0.476551902752539,0,0.328359916786467,NA,NA,0.476551902752539,727728.059752446,25976.6122145826,5516.87039361692,NA,NA,27.8304204283177,25.4683648793363,36.4201328889475,NA,NA,817978.874027393,28106.3377303115,6019.89902718201,NA,NA,31.2818719308531,27.5564210923388,39.7409231874803,NA,NA,759221.542360646,27.789862901865,852105.110784886,31.1896895510402,0,43.621756,-81.542479,"CLINTON PUBLIC HOSPITAL","Central Huron"
"131",138,3540005,5503.05224218007,1541.21719001982,1560.97547017626,181.185997353984,1.03531905049933,243.577753480199,5.50216716235995,0,12.3463088304916,6.78226452421455,20.1071319321698,0,0,0,0,0,0,0,595.837070788463,1.03531905049933,1032.66398336369,113.369381539802,0,102.731816811428,81.4350621345913,181.337224670522,0,0,0,0,0,0,0,521.081675274942,1.03531905049933,914.603932287767,99.1457399242908,0,90.9869281203622,71.2179900909138,160.605716308206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.7553955135201,0,118.060051075918,14.2236416155112,0,11.7448886910657,10.2170720436774,20.7315083623162,0,0,0,0,9075.78184471007,0,1629.53637320265,216.10119835123,262.772286805114,0,2108.40985835899,0,0,0,0,0,0,0,192.815446589438,25.9685303065769,30.9485804059937,0,249.732557302008,0,5,1,1,0,7,19,1,4,0,14,14,1,4,0,19,0,0.318891658160988,0.592058077674602,0.179981018359667,NA,0.304024492914058,0,0.592058077674602,0.179981018359667,NA,0.304024492914058,516219.519828692,18738.8829639418,552.057555271821,1137.19195222506,NA,29.9944699822633,22.0043728242722,15.4651174557683,21.1457321860986,NA,603155.760911898,21562.3222148813,566.258036976836,1197.26731231139,NA,35.0458219234034,25.3198324513966,15.8629240166955,22.2628149027704,NA,536647.65230013,29.5648166451314,626481.608476068,34.5139195275623,0,43.343733,-81.480847,"SOUTH HURON HOSPITAL","South Huron"
"132",139,3538019,12511.8445620173,4276.94829943051,2414.50560323473,213.931186392977,0.951336915093391,268.31365773487,17.7896757839243,0,83.776267110511,0,0,0,0,0,0,0,0,0,800.802069443057,0.951336915093391,1614.92733383704,769.704559828983,0,2789.21942071323,0,0,0,0,0,0,0,0,0,723.590777505657,0.951336915093391,1409.85170456496,695.491610409614,0,2435.02334272525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.2112919374006,0,205.07562927208,74.2129494193695,0,354.196077987984,0,0,0,0,0,0,19788.0605886199,0,2416.68074019519,3558.92398054221,0,0,5975.6047207374,0,0,0,0,0,0,0,282.28692120948,428.409027407354,0,0,710.695948616834,0,7,10,0,0,17,37,18,0,0,19,19,18,0,0,37,0,0.348475953885392,0.54169314772332,NA,NA,0.442473507644384,0,0.54169314772332,NA,NA,0.442473507644384,873392.98053859,15567.5497081881,4403.53912772889,NA,NA,22.7407021284619,16.1089328920055,21.6782269835559,NA,NA,990890.660366476,16186.2805750013,4933.13372635974,NA,NA,25.8000119664041,16.7491809848998,24.2853735503007,NA,NA,893364.069374508,22.5733104407483,1012010.07466784,25.5712294324044,0,42.87832,-82.146982,"BLUEWATER HEALTH-PETROLIA SITE","Petrolia"
"133",140,3528018,18121.8686253585,5072.84935156201,5028.813774507,269.82032570477,1.12245238713716,459.274868316467,18.5214935111369,0,71.7941275379172,0,0,0,0,0,0,0,0,0,4371.79164224877,1.68367858070574,12542.9244493678,2090.73207625834,0,5259.12112154287,0,0,0,0,0,0,0,0,0,2151.49406363619,1.68367858070574,5088.53311677605,1028.91400570266,0,2133.57037269376,0,0,0,0,0,0,0,0,0,1759.95725835887,0,6660.78135620252,841.668449460199,0,2792.798127565,0,0,0,0,0,0,0,0,0,460.340320253705,0,793.609976389238,220.149621095481,0,332.752621284117,0,0,0,0,0,0,29044.0650188849,0,16916.3997701973,7349.85319780121,0,0,24266.2529679985,0,8420.73861456139,3634.4665770252,0,0,12055.2051915866,0,1253.95029664294,552.902242379598,0,0,1806.85253902254,0,47,21,0,0,68,39,17,0,0,22,47,21,0,0,68,0,0.986091505112054,0.958884957312617,NA,NA,0.977689482997522,0,1.18450494726853,NA,NA,1.70468935497004,1978419.91356499,47772.7256836067,5710.69945943355,NA,NA,35.0491201985188,32.7112922555215,31.6152366174387,NA,NA,2102222.01747418,50125.243808783,5834.42992127166,NA,NA,37.2423627912522,34.3221257766965,32.3002258828666,NA,NA,2031903.33870803,34.9796651637237,2158181.69120424,37.1535749179901,32735722,42.906136,-79.624917,"HALDIMAND WAR MEMORIAL HOSPITAL","Haldimand County"
"134",141,3523008,57156.5460879074,12575.9086867145,18677.5099528336,7469.9061792087,2364.24930584597,5402.94087588785,0,0,0,0,0,0,0,0,0,0,0,0,40856.2271438026,5773.35064410005,98310.2835443487,0,0,0,0,0,0,0,0,0,0,0,0,26950.3863576861,5773.35064410005,30314.4134882786,0,0,0,0,0,0,0,0,0,0,0,0,12278.509479675,0,64124.544716217,0,0,0,0,0,0,0,0,0,0,0,0,1627.3313064415,0,3871.32533985316,0,0,0,0,0,0,0,0,0,103647.061088398,0,144939.861332251,0,0,0,144939.861332251,0,76403.054195892,0,0,0,76403.054195892,0,5498.65664629466,0,0,0,5498.65664629466,0,398,0,0,0,398,167,0,0,0,167,398,0,0,0,398,0,0.997727413314871,NA,NA,NA,0.997727413314871,0,NA,NA,NA,2.37781742813963,2421082.11319243,506049.486382215,NA,NA,NA,13.6923599090667,16.6058373063578,NA,NA,NA,2389858.96338087,523863.16047616,NA,NA,NA,13.5157782878218,17.1903868055526,NA,NA,NA,2927131.59957465,14.1206685883653,2913722.12385703,14.0559804265554,267580698,43.556467,-80.253231,"GUELPH GENERAL HOSPITAL","Guelph"
"135",142,3523008,0,0,0,0,0,0,0,0,0,0,0,2193.78311965383,4.49899207087043,53.5931352790913,0,0,0,0,0,0,0,0,0,0,0,0,100334.058614619,260.191708098673,8120.95087203257,0,0,0,0,0,0,0,0,0,0,0,0,66184.3208131094,260.191708098673,2504.13134595158,0,0,0,0,0,0,0,0,0,0,0,0,30153.3640269264,0,5297.0275189669,0,0,0,0,0,0,0,0,0,0,0,0,3996.37377458317,0,319.792007114087,0,2251.87524700379,0,0,0,0,108715.20119475,108715.20119475,0,0,0,0,35450.3915458932,35450.3915458932,0,0,0,0,4316.16578169725,4316.16578169725,0,0,0,0,298,298,295,0,0,295,0,0,0,0,298,298,0,NA,NA,NA,0.999496195593915,0.999496195593915,NA,NA,NA,1.0096605636847,1.0096605636847,NA,NA,NA,NA,441204.993519993,NA,NA,NA,NA,97.9639067721522,NA,NA,NA,NA,546727.608718799,NA,NA,NA,NA,121.393849292105,441204.993519993,97.9639067721522,546727.608718799,121.393849292105,1713264,43.557379,-80.25675,"HOMEWOOD HEALTH CENTRE INC","Guelph"
"136",143,3523008,0,0,0,0,0,0,107.324116729541,0,299.137925596383,165.832870051832,302.006639289664,0,0,0,2.00360752567576,0,0,0,0,0,0,13617.7129480028,0,42796.9432401743,5611.45029273866,18090.0050467026,0,0,0,22.0396827824334,0,0,0,0,0,0,8982.78306425582,0,13196.6279278584,3701.53496758198,5578.13357077144,0,0,0,22.0396827824334,0,0,0,0,0,0,4092.52711796,0,27915.0298583358,1686.40744461321,11799.5116656395,0,0,0,0,0,0,0,0,0,0,542.402765786957,0,1685.28545398004,223.50788054347,712.359810291659,0,0,0,0,876.305159193096,0,0,56414.6561881771,23723.4950222237,0,80138.1512104008,0,0,32007.5569762958,13485.9191102528,0,45493.4760865486,0,0,2227.68821976699,935.867690835129,0,3163.55591060212,0,0,155,65,0,220,93,66,27,0,0,0,155,65,0,220,0,NA,0.997165818615591,0.99993656574178,NA,0.997984448448329,NA,2.34182881644571,2.40725469530428,NA,2.36082342643691,NA,NA,15630.0896987673,20403.4148360153,NA,NA,NA,19.2269979372812,21.7130081335037,NA,NA,NA,14740.9042616079,19640.8367702874,NA,NA,NA,18.1331867758858,20.9014839902827,NA,36033.5045347825,20.5599066471104,34381.7410318953,19.6174475701787,119912511,43.550212,-80.271889,"ST JOSEPH'S HEALTH CENTRE,GUELPH","Guelph"
"137",144,3523025,19482.4463024904,4874.32127619925,5230.66210054333,1263.29076854845,401.135088074045,903.989276085177,30.1183476575091,0,110.523811436644,0,0,0,0,0,0,0,0,0,5717.94278155939,635.270421908058,19048.3939498308,742.903382918702,0,6570.34979392683,0,0,0,0,0,0,0,0,0,3771.78163298769,635.270421908058,5873.65705462853,490.048509022156,0,2025.99660213444,0,0,0,0,0,0,0,0,0,1718.41159979125,0,12424.6370325748,223.264527033882,0,4285.62174751318,0,0,0,0,0,0,0,0,0,227.749548780454,0,750.09986262749,29.5903468626638,0,258.731444279209,0,0,0,0,0,0,32296.4869710348,0,25401.6071532983,7313.25317684553,0,0,32714.8603301438,0,14143.048632366,4508.88627454706,0,0,18651.9349069131,0,977.849411407944,288.321791141873,0,0,1266.17120254982,0,70,21,0,0,91,51,9,0,0,42,70,21,0,0,91,0,0.994192060794452,0.954110003502352,NA,NA,0.984942355265506,0,2.22625667483882,NA,NA,1.75744616331688,1241877.90508948,101323.121554568,4167.48329058089,NA,NA,20.9865797494593,19.724833471089,14.8159105257726,NA,NA,1096569.76334433,86692.0581283142,2895.78011781878,NA,NA,18.5310075128628,16.8765666080081,10.2948509055532,NA,NA,1347368.50993463,20.8593663939831,1186157.60159046,18.3635700479478,43764340,43.705519,-80.373375,"GROVES MEMORIAL COMMUNITY HOSPITAL","Centre Wellington"
"138",145,3530010,48337.2223024506,10574.0069343388,14080.8470811694,5590.80328423526,2327.02960621583,3376.69109428027,0,0,0,111.900196370646,212.656039686561,643.856565632092,0,16.818668764296,0,0,0,0,41190.1668962995,4712.84732879922,80702.9792139078,0,0,0,4317.20840936423,11263.5564751782,11626.6984409793,0,1411.11988679885,0,0,0,0,19948.5623830697,4712.84732879922,21559.6579561818,0,0,0,2090.84127995248,3009.03916237494,5630.85650376064,0,376.978178388069,0,0,0,0,18979.8019660747,0,56098.1175740406,0,0,0,1989.30392446083,7829.50420915195,5357.40567608338,0,980.895254323729,0,0,0,0,2261.80254715518,0,3045.20368368532,0,0,0,237.063204950913,425.013103651312,638.436261135292,0,53.2464540870496,0,85271.8317731437,0,126605.993439007,0,15580.7648845424,13037.8183277782,155224.576651327,0,75077.9195401153,0,9818.80813361279,6338.3009304071,91235.0286041352,0,5307.0062308405,0,662.076308602225,691.682715222342,6660.76525466506,0,347,0,43,36,426,147,0,14,20,113,347,0,43,36,426,0,0.999613070459173,NA,0.992721560021818,0.992223617030301,0.998292987660474,0,NA,3.04907336292415,1.78600251065454,2.8930123315875,1822846.14904039,255342.469955577,NA,8561.18247520655,17110.0428091275,12.4866029368718,11.3038172436822,NA,13.189058665472,12.9489058453657,1631792.62933161,218560.533268636,NA,6906.58845228971,15407.5603950213,11.177875131428,9.6755088379156,NA,10.6400489113886,11.6604646223027,2103859.8442803,12.3361947347243,1872667.31144756,10.9805739627453,307574777,43.378329,-80.328582,"CAMBRIDGE MEMORIAL HOSPITAL","Cambridge"
"139",146,3530013,77653.0897389359,13168.5822817977,25644.8645910746,8916.83503259483,3006.06889826578,5357.80417963659,0,0,0,0,0,625.088531994928,0.0426033820495772,27.8920513906074,0,0,0,0,82363.8545369643,8712.13613019738,129808.558569951,0,0,0,0,0,27783.8036248883,0.255620292297463,6781.83005083223,0,0,0,0,39889.1437968006,8712.13613019738,34678.1265055311,0,0,0,0,0,13455.8070921493,0.255620292297463,1811.75388612792,0,0,0,0,37952.0105419773,0,90232.304330085,0,0,0,0,0,12802.3538237245,0,4714.17416388495,0,0,0,0,4522.70019818639,0,4898.12773433492,0,0,0,0,0,1525.64270901455,0,255.902000819358,0,134400.267909073,0,220884.549237113,0,0,34565.8892960129,255450.438533126,0,128184.314872062,0,0,17516.5279876094,145700.842859672,0,9420.82793252131,0,0,1781.54470983391,11202.3726423552,0,606,0,0,95,701,331,0,0,56,275,606,0,0,95,701,0,0.998619057087177,NA,NA,0.99685333225704,0.998379764849141,0,NA,NA,1.69109047436462,2.11439339927265,3713148.62916086,574954.102323831,NA,NA,24054.161955018,15.9408390477733,16.6357217148577,NA,NA,18.4175404812839,3483999.60549266,532051.187226361,NA,NA,23815.4032767124,14.9570842700728,15.3943687904538,NA,NA,18.2347302203746,4312156.89343971,16.0422183695238,4039866.19599573,15.0292341631672,405688930,43.4562,-80.512013,"GRAND RIVER HOSPITAL CORP-WATERLOO SITE","Kitchener"
"140",147,3530013,34479.3015459486,5815.33256240595,11593.9203797409,4795.23729959458,1307.45156456286,2940.11597201572,0,0,0,0,0,0,0,0,0,0,0,0,44367.1210856433,3789.34241992153,71155.151409056,0,0,0,0,0,0,0,0,0,0,0,0,21487.1739889375,3789.34241992153,19008.9726691924,0,0,0,0,0,0,0,0,0,0,0,0,20443.6941013225,0,49461.247758447,0,0,0,0,0,0,0,0,0,0,0,0,2436.25299538336,0,2684.93098141664,0,0,0,0,0,0,0,0,0,60931.3593242687,0,119311.614914621,0,0,0,119311.614914621,0,69904.9418597694,0,0,0,69904.9418597694,0,5121.1839768,0,0,0,5121.1839768,0,327,0,0,0,327,147,0,0,0,147,327,0,0,0,327,0,0.999636503829926,NA,NA,NA,0.999636503829926,0,NA,NA,NA,2.22368120239718,1606309.38965531,281197.138468041,NA,NA,NA,15.4784557548605,15.5481149688862,NA,NA,NA,1585570.16704915,276374.705006054,NA,NA,NA,15.2786118508362,15.281470186136,NA,NA,NA,1887506.52812335,15.4887938580058,1861944.87205521,15.2790360555242,208504440,43.438398,-80.501289,"ST MARY'S GENERAL HOSPITAL","Kitchener"
"141",148,3530013,0,0,0,0,0,0,276.813194329793,0,727.991195461419,155.851948929402,272.712126153793,520.538822222941,0,30.5573670579388,0,0,0,0,0,0,0,24622.9373291834,0,80882.7168239702,6921.0024812664,23278.8432944235,23760.1127560647,0,8896.0051796605,0,0,0,0,0,0,0,11924.9869174421,0,21607.6745403594,3351.86915116205,6218.90175470543,11507.1175296866,0,2376.55202717535,0,0,0,0,0,0,0,11345.8747449978,0,56223.0564756769,3189.09260144194,16181.5499358069,10948.2983144267,0,6183.77598161663,0,0,0,0,0,0,0,1352.07566674348,0,3051.98580793389,380.040728662403,878.391603911137,1304.69691195132,0,335.677170868524,0,1984.46465415529,0,0,105505.654153154,30199.8457756899,32656.1179357252,168361.617864569,0,0,67568.9312206747,19370.6425372489,17132.0742960434,104071.648053967,0,0,4404.06147467737,1258.43233257354,1640.37408281984,7302.86789007075,0,0,290,83,90,463,203,120,33,50,0,0,290,83,90,463,0,NA,0.996746850761961,0.996859078253503,0.994097958469564,0.996252065827798,NA,2.40880488934141,2.50725162106184,1.78937632524521,2.27223993339049,NA,NA,33824.9423603031,16918.1063116928,13382.9101901694,NA,NA,16.8316055861039,19.7381293665464,12.1420819545428,NA,NA,32998.1257496676,17700.01263264,12444.7088288755,NA,NA,16.4201739586967,20.6503690599872,11.2908681559878,64125.9588621652,16.1569919443744,63142.8472111831,15.9092899636604,230565980,43.420227,-80.409429,"GRAND RIVER HOSPITAL CORP-FREEPORT SITE","Kitchener"
"142",149,3541024,9699.1441683775,2785.96747939682,2540.35163559719,348.940697372287,4.11238512308787,470.23949702613,0,0,0,0,0,0,0,0,0,0,0,0,5448.37435951847,8.22477024617574,21939.3036999255,0,0,0,0,0,0,0,0,0,0,0,0,1534.71146975174,8.22477024617574,3306.43850968329,0,0,0,0,0,0,0,0,0,0,0,0,3587.16486639568,0,17891.0920305412,0,0,0,0,0,0,0,0,0,0,0,0,326.498023371042,0,741.773159701009,0,0,0,0,0,0,0,0,0,15848.755862893,0,27395.9028296902,0,0,0,27395.9028296902,0,21478.2568969369,0,0,0,21478.2568969369,0,1068.27118307205,0,0,0,1068.27118307205,0,76,0,0,0,76,25,0,0,0,25,76,0,0,0,76,0,0.987595631928269,NA,NA,NA,0.987595631928269,0,NA,NA,NA,3.00229072106194,959575.289957838,34700.0852010614,NA,NA,NA,31.9316373765256,21.0739693665337,NA,NA,NA,1079821.11282593,36762.5357825055,NA,NA,NA,35.9330388840973,22.3265317196663,NA,NA,NA,994275.3751589,31.3676159744127,1116583.64860844,35.2262240098831,59076258,44.189024,-81.625475,"SOUTH BRUCE GREY HEALTH CTR-KINCARDINE","Kincardine"
"143",150,3529005,12862.8964960451,4525.22999093708,1608.86383451421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18996.9903214964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785384.235586163,NA,NA,NA,NA,20.6712806158944,NA,NA,NA,NA,792826.699379444,NA,NA,NA,NA,20.867165955291,NA,NA,NA,NA,785384.235586163,20.6712806158944,792826.699379444,20.867165955291,0,43.204574,-80.387084,"BRANT COMMUNITY HEALTHCARE SYS-WILLET","Brant"
"144",151,3529006,50145.4167769655,9322.59704278571,15819.732802438,6799.24957305576,2144.63356037883,4752.88234670686,229.69433722792,0,590.880576932406,131.162742846709,266.216464722837,977.138347281761,50.3587597640784,25.8775189843666,0,0,0,0,50989.5008176743,5225.3549089085,83106.1274695311,9632.5090994641,0,26566.8454073858,5163.60586683386,15670.6987546928,8453.1197420459,183.66135913958,600.129992866921,0,0,0,0,30852.0713451037,5225.3549089085,34962.066629519,5828.31471584078,0,11176.4541021321,3124.3282253576,6592.53451790972,5114.70497235983,183.66135913958,252.469768906974,0,0,0,0,16951.3994001591,0,44347.2734062485,3202.31628771083,0,14176.6581201226,1716.63467949396,8362.23252486536,2810.22968703238,0,320.242678648657,0,0,0,0,3186.03007241153,0,3796.78743376356,601.878095912494,0,1213.73318513106,322.642961982299,715.931711917699,528.185082653693,0,27.4175453112904,0,91255.8408500908,0,139320.983196114,36199.3545068499,20834.3046215266,9236.9110940524,205591.553418543,0,61298.6728064077,17378.9744078335,10078.8672043593,3130.47236568103,91886.9867842815,0,6982.8175061751,1815.61128104355,1038.5746739,555.602627964984,10392.6060890836,0,382,100,58,26,566,289,56,26,19,188,382,100,58,26,566,0,0.999218125196255,0.991763137173969,0.98414287300551,0.97333098988961,0.995167013982007,0,1.77100560209637,2.19539563978152,1.33192661774368,1.94901221423466,1908751.41072116,343321.879212949,15742.5846222737,11822.9475072226,32964.341352239,12.676374950493,12.5329545764189,9.59241158278807,14.8761526547075,15.6470169954966,2023318.92996257,358567.687263113,15673.2528781968,12429.098425848,35152.0066952482,13.4372392636217,13.0895023275017,9.55016574826377,15.6388384055962,16.6854250266705,2312603.16341585,12.6709870944855,2445140.97522497,13.3971751969372,300477736,43.152505,-80.276363,"BRANT COMMUNITY HEALTHCARE SYS-BRANTFORD","Brantford"
