"","id","csduid","cases_AM_ad","cases_AM_ped","cases_AM_sr","cases_AT_ad","cases_AT_ped","cases_AT_sr","cases_CR_ad","cases_CR_ped","cases_CR_sr","cases_GR_ad","cases_GR_sr","cases_MH_ad","cases_MH_ped","cases_MH_sr","cases_GR_ped","demand.days.total_AM_ad","demand.days.total_AM_ped","demand.days.total_AM_sr","demand.days.total_AT_ad","demand.days.total_AT_ped","demand.days.total_AT_sr","demand.days.total_CR_ad","demand.days.total_CR_ped","demand.days.total_CR_sr","demand.days.total_GR_ad","demand.days.total_GR_sr","demand.days.total_MH_ad","demand.days.total_MH_ped","demand.days.total_MH_sr","demand.days.total_GR_ped","demand.days.nonALC_AM_ad","demand.days.nonALC_AM_ped","demand.days.nonALC_AM_sr","demand.days.nonALC_AT_ad","demand.days.nonALC_AT_ped","demand.days.nonALC_AT_sr","demand.days.nonALC_CR_ad","demand.days.nonALC_CR_ped","demand.days.nonALC_CR_sr","demand.days.nonALC_GR_ad","demand.days.nonALC_GR_sr","demand.days.nonALC_MH_ad","demand.days.nonALC_MH_ped","demand.days.nonALC_MH_sr","demand.days.nonALC_GR_ped","demand.days.LTC_AM_ad","demand.days.LTC_AM_ped","demand.days.LTC_AM_sr","demand.days.LTC_AT_ad","demand.days.LTC_AT_ped","demand.days.LTC_AT_sr","demand.days.LTC_CR_ad","demand.days.LTC_CR_ped","demand.days.LTC_CR_sr","demand.days.LTC_GR_ad","demand.days.LTC_GR_sr","demand.days.LTC_MH_ad","demand.days.LTC_MH_ped","demand.days.LTC_MH_sr","demand.days.LTC_GR_ped","demand.days.ALC.ex.LTC_AM_ad","demand.days.ALC.ex.LTC_AM_ped","demand.days.ALC.ex.LTC_AM_sr","demand.days.ALC.ex.LTC_AT_ad","demand.days.ALC.ex.LTC_AT_ped","demand.days.ALC.ex.LTC_AT_sr","demand.days.ALC.ex.LTC_CR_ad","demand.days.ALC.ex.LTC_CR_ped","demand.days.ALC.ex.LTC_CR_sr","demand.days.ALC.ex.LTC_GR_ad","demand.days.ALC.ex.LTC_GR_sr","demand.days.ALC.ex.LTC_MH_ad","demand.days.ALC.ex.LTC_MH_ped","demand.days.ALC.ex.LTC_MH_sr","demand.days.ALC.ex.LTC_GR_ped","sum.cases","sum.demand.days.total_AM","sum.demand.days.total_AT","sum.demand.days.total_CR","sum.demand.days.total_GR","sum.demand.days.total_MH","sum.demand.days","sum.LTC.days_AM","sum.LTC.days_AT","sum.LTC.days_CR","sum.LTC.days_GR","sum.LTC.days_MH","sum.LTC.days","sum.ALC.ex.LTC.days_AM","sum.ALC.ex.LTC.days_AT","sum.ALC.ex.LTC.days_CR","sum.ALC.ex.LTC.days_GR","sum.ALC.ex.LTC.days_MH","sum.ALC.ex.LTC.days","beds.needed_AM","beds.needed_AT","beds.needed_CR","beds.needed_GR","beds.needed_MH","total.hosp.beds.needed","beds.existing","beds.existing.CR","beds.existing.GR","beds.existing.MH","beds.existing.AT","beds.forecasted.AT","beds.forecasted.CR","beds.forecasted.GR","beds.forecasted.MH","beds.forecasted","utilization.AM","utilization.AT","utilization.CR","utilization.GR","utilization.MH","utilization","utilization.AT.existing","utilization.CR.existing","utilization.GR.existing","utilization.MH.existing","utilization.existing","hosp.caretype.travel.time.total_AM","hosp.caretype.travel.time.total_AT","hosp.caretype.travel.time.total_CR","hosp.caretype.travel.time.total_GR","hosp.caretype.travel.time.total_MH","hosp.caretype.travel.time.avg_AM","hosp.caretype.travel.time.avg_AT","hosp.caretype.travel.time.avg_CR","hosp.caretype.travel.time.avg_GR","hosp.caretype.travel.time.avg_MH","hosp.caretype.travel.distance.total_AM","hosp.caretype.travel.distance.total_AT","hosp.caretype.travel.distance.total_CR","hosp.caretype.travel.distance.total_GR","hosp.caretype.travel.distance.total_MH","hosp.caretype.travel.distance.avg_AM","hosp.caretype.travel.distance.avg_AT","hosp.caretype.travel.distance.avg_CR","hosp.caretype.travel.distance.avg_GR","hosp.caretype.travel.distance.avg_MH","hosp.travel.time.total","hosp.travel.time.avg","hosp.travel.distance.total","hosp.travel.distance.avg","cost_2018","hospital.lat","hospital.long","name","csdname"
"226",7777,3502023,449.398596576727,227.130371581213,423.613544204115,534.459000499129,106.649424261335,283.480528265539,11.6902735951338,0,37.7147790853198,0.523996701595022,6.76323129176437,25.6810285617781,0,1.37618212561903,0,0,0,0,5321.11927692768,217.101420042979,7936.86959655322,721.637508960086,0,3109.47333123611,21.0630478972629,305.284431575662,735.915943170225,0,47.1777727134548,0,0,0,0,2501.8781488908,217.101420042979,2039.76156766137,291.162990001475,0,811.360115000388,14.0920351819737,92.3983813397432,417.634816587273,0,14.2789784969993,0,0,0,0,2370.56624816389,0,5405.69706457842,352.197755510259,0,2055.25502141087,5.76209560439535,202.949528107828,286.76555770997,0,31.3632328381639,0,0,0,0,448.674879872985,0,491.410964313422,78.2767634483528,0,242.858194824846,1.20891711089385,9.93652212809128,31.5155688729817,0,1.53556137829164,0,2108.48095674927,0,13475.0902935239,3831.11084019619,326.347479472925,783.093715883679,18415.6423290767,0,7776.26331274232,2407.45277692113,208.711623712223,318.128790548134,10710.5565039238,0,940.085844186407,321.134958273199,11.1454392389851,33.0511302512733,1305.41737194987,0,37,11,1,3,52,4,1,1,1,1,37,11,1,3,52,0,0.997785286451231,0.954199462066299,0.894102683487466,0.715154078432584,0.970265665388655,0,10.4961940827293,0.894102683487466,2.14546223529775,12.6134536500525,33548.2340209481,28163.7638815444,1510.05046567699,223.047874212362,821.920711339359,15.2472219026054,15.2304241735583,15.2823485023266,15.3040274309805,15.1885706334504,19611.5511056938,16495.5354457542,880.394724433571,129.772767686135,483.525247389798,8.91318664869469,8.92046968102286,8.90996645755918,8.90412429831976,8.93523824344201,64267.0169537212,15.2401226930701,37600.7792909576,8.91655653104125,55902826,45.5931208982947,-74.9679757720065,"Hospital 7777","Alfred and Plantagenet"
"227",8888,3502025,627.394352020914,149.41586436675,532.836439782825,663.929576984891,149.706743033418,306.788420339744,4.88401054227434,0,20.7728125154577,0.761675434493261,1.25032632595449,35.2559238674326,0,1.6779090062804,0,0,0,0,5637.36651789308,342.384249899745,7624.28062030296,245.894038645652,0,1692.77234333338,25.5863726074112,59.2835103486666,810.884554676218,0,57.521463372116,0,0,0,0,3063.67833805705,342.384249899745,2314.08974533995,157.629428176784,0,502.426319322258,14.4095468082917,21.580568253455,466.501750954819,0,17.4096336339366,0,0,0,0,2244.24451209428,0,4961.49656410101,75.9385204529947,0,1087.45486891375,10.0920934872504,35.425253336947,308.789768778402,0,38.2395976997253,0,0,0,0,329.443667741746,0,348.694310862007,12.3260900158741,0,102.891155097371,1.08473231186916,2.2776887582645,35.5930349429975,0,1.87223203845417,0,2494.67405422043,0,13604.0313880958,1938.66638197904,84.8698829560778,868.406018048334,16495.9736710792,0,7205.74107619529,1163.39338936675,45.5173468241974,347.029366478127,8761.68117886437,0,678.137978603753,115.217245113245,3.36242107013365,37.4652669814517,834.182911768584,0,38,6,1,3,48,4,1,1,1,1,38,6,1,3,48,0,0.980824180828824,0.885235790858007,0.232520227276926,0.793064856665146,0.941551008623244,0,5.31141474514804,0.232520227276926,2.37919456999544,11.2986121034789,62506.309458068,53495.2647435543,1222.82912783919,95.9323748279046,1763.1657336221,23.8638067617572,23.8727612916058,23.8304860482458,23.8400325272468,23.869249363461,58703.6120914289,50215.5871376191,1149.98305618003,90.1456502414976,1652.7742338807,22.4120039610848,22.4091745428487,22.4108622800332,22.4019809558806,22.3747998147389,119083.501437912,23.8675471924776,111812.10216935,22.4101625581484,52340219,45.3547123460468,-75.1582186972356,"Hospital 8888","The Nation / La Nation"
"228",9999,3502036,1120.90211946279,66.9918049619555,821.649535875856,1326.4256148604,261.240620126764,550.382640084251,18.6998305964083,0,28.0843071376976,5.15075473770499,4.99989055222016,62.8405491423805,1.89114856236995,2.93388019232503,0,0,0,0,11038.4758295624,630.056796560972,14062.292018018,1842.85291830832,0,4172.96836873227,159.233220119733,206.523226794979,2042.91839018983,29.7021568325163,287.778700071823,0,0,0,0,6185.46510309774,630.056796560972,4252.70392234091,1037.84447270455,0,1263.00421106554,91.1359247720928,62.5069931225343,1155.60228655264,29.7021568325163,87.1000395711358,0,0,0,0,4365.44536569073,0,9349.76977144466,726.880836927727,0,2774.14068209112,61.3554382793328,137.29423149755,800.856416149708,0,191.311922057792,0,0,0,0,487.565360773939,0,459.818324232443,78.1276086760491,0,135.823475575617,6.74185706830719,6.72200217489479,86.4596874874876,0,9.36673844289471,0,4272.19269629312,0,25730.8246441414,6015.82128704059,365.756446914711,2360.39924709417,34472.8016251909,0,13715.2151371354,3501.02151901884,198.649669776882,992.168338207501,18407.0546641386,0,947.383685006383,213.951084251667,13.463859243202,95.8264259303823,1270.62505443163,0,71,17,2,7,97,4,1,1,1,1,71,17,2,7,97,0,0.992893098365479,0.969511891545624,0.50103622865029,0.923835321758972,0.973670431441629,0,16.4817021562756,1.00207245730058,6.4668472523128,23.6115079624595,43691.9579767586,46478.3110238186,1017.69091917891,220.730199013502,1469.45712677279,10.8711154647591,10.8693284717979,10.8764526661032,10.8727175814421,10.8582322980227,66836.9305653233,71286.8526827591,1551.70345743057,337.16992008057,2261.80664884411,16.629879344666,16.6710063352452,16.5836492087293,16.6082997903208,16.7131259285518,92878.1472455423,10.8700793536455,142274.463274438,16.651222614313,104180701,45.5473671266275,-75.2768434560555,"Hospital 9999","Clarence-Rockland"
"229",11110,3502044,182.509067867,29.045327043501,64.7731930760809,179.954630115109,38.807532691159,82.9176917555933,2.91032799635283,0,5.25842070255243,5.38990770147277,2.61186569700256,23.1220176350627,1.0214920955032,0,0,0,0,0,1455.10198484994,84.7071957798925,2020.29536544351,286.810429306422,0,781.33397251534,159.605860570695,125.893146853405,700.178651975348,4.69886363931471,0,0,0,0,0,833.494485688165,84.7071957798925,639.620294264071,161.523806817385,0,236.481087402835,93.371546171781,38.1032302596743,395.995363482538,4.69886363931471,0,0,0,0,0,555.667118834867,0,1309.28715758075,113.127316251168,0,519.421708464364,59.1216929717119,83.6922951296182,274.333056619101,0,0,0,0,0,0,65.9403803269112,0,71.387913598686,12.1593062378691,0,25.4311766481416,7.11262142720231,4.09762146411279,29.8502318737077,0,0,0,618.32147437639,0,3560.10454607334,1068.14440182176,285.4990074241,704.877515614662,5618.62547093387,0,1864.95427641562,632.549024715532,142.81398810133,274.333056619101,2914.65034585158,0,137.328293925597,37.5904828860107,11.2102428913151,29.8502318737077,215.979251576631,0,10,3,1,2,16,4,1,1,1,1,10,3,1,2,16,0,0.975371108513245,0.975474339563253,0.782189061435892,0.965585637828304,0.962093402557169,0,2.92642301868976,0.782189061435892,1.93117127565661,3.84837361022868,1292.92738638785,1411.54977947217,38.2212973459878,37.4400255940458,112.966660917281,2.33948299518077,2.33948299518077,2.33948299518077,2.33948299518077,2.33948299518077,646.463693193927,705.774889736084,19.1106486729939,18.7200127970229,56.4833304586404,1.16974149759039,1.16974149759039,1.16974149759039,1.16974149759039,1.16974149759039,2893.10514971734,2.33948299518077,1446.55257485867,1.16974149759039,16502528,45.3131779922547,-75.0903800524207,"Hospital 11110","Casselman"
"230",12221,3502048,620.080448024439,144.320164798977,445.073975987321,657.901342331116,177.161345896964,374.822373563984,14.3491426609853,0,22.1906168000474,1.09047826310598,3.05735227476779,37.0816327597074,0.909981897147211,8.6236721140706,0,0,0,0,5048.73791091736,402.691684271638,7187.18248723898,952.987162118844,0,1543.57968511332,33.7580288903645,159.819725128634,1393.41870679463,24.3982205129234,862.375543502172,0,0,0,0,3002.64517875171,402.691684271638,2620.20906161828,574.201908901877,0,634.283537179876,19.011600624876,49.2578131969727,790.416311241277,24.3982205129234,261.009393486983,0,0,0,0,1814.37415593724,0,4288.79448775491,334.659186547359,0,843.064482237457,13.3152592098254,105.27522376266,543.701939653944,0,573.29719927798,0,0,0,0,231.718576228412,0,278.178937865798,44.1260666696073,0,66.2316656959839,1.43116905566302,5.28668816900135,59.3004558994117,0,28.0689507372089,0,2506.66252737263,0,12638.612082428,2496.56684723216,193.577754018999,2280.19247080973,17608.9491544889,0,6103.16864369214,1177.72366878482,118.590482972486,1116.99913893192,8516.48193438137,0,509.89751409421,110.357732365591,6.71785722466437,87.3694066366207,714.342510321086,0,35,7,1,7,50,4,1,1,1,1,35,7,1,7,50,0,0.989323842068727,0.977129881499867,0.530350011010956,0.892443237107526,0.964873926273363,0,6.83990917049907,0.530350011010956,6.24710265975268,12.060924078417,17689.5166102709,17695.5201002892,534.422705446678,60.6652821606232,681.785212567092,7.3128930421204,7.3128930421204,7.3128930421204,7.3128930421204,7.3128930421204,17140.5215372504,17146.338708642,517.83686883709,58.7825319564572,660.625972843136,7.08593702415213,7.08593702415213,7.08593702415213,7.08593702415213,7.08593702415213,36661.9099107345,7.3128930421204,35524.105619529,7.08593702415213,52093690,45.2718798309701,-75.3137570999761,"Hospital 12221","Russell"
"231",13332,3507004,183.055926189421,90.6214534285858,101.199749362083,366.317863933422,71.8036371066271,152.967844807331,0,0,0,5.88970623188243,0.0541357843219595,12.9127597201673,0,0,0,0,0,0,2306.39251613781,136.08398952135,2086.28834753621,0,0,0,225.051523610874,1.51373133475266,272.032697838328,0,0,0,0,0,0,1616.34673683333,136.08398952135,942.469779903031,0,0,0,135.566030900664,0.667665596991269,189.482666549174,0,0,0,0,0,0,565.024158453347,0,980.651702720082,0,0,0,79.3643155987922,0.729124206861905,68.4508279174536,0,0,0,0,0,0,125.021620851137,0,163.166864913099,0,0,0,10.1211771114175,0.116941530899485,14.0992033717004,0,0,0,984.823076563842,0,4528.76485319538,0,226.565254945627,272.032697838328,5027.36280597933,0,1545.67586117343,0,80.0934398056541,68.4508279174536,1694.22012889654,0,288.188485764236,0,10.238118642317,14.0992033717004,312.525807778254,0,13,0,1,1,15,3,0,1,1,1,13,0,1,1,15,0,0.954428841558562,NA,0.62072672587843,0.745295062570761,0.918239781914033,0,NA,0.62072672587843,0.745295062570761,4.59119890957017,10102.0527526182,15933.9595494464,NA,159.47049964905,346.375813284398,13.4738184483305,13.4784695929544,NA,13.4147660060861,13.4121528159245,8308.42286015085,13091.6829568968,NA,130.027516257346,282.352520813818,11.0815280766196,11.0741997372061,NA,10.9380023815285,10.9330819643781,26541.8586149981,13.4754451061431,21812.4858541188,11.0743169880955,16573935,44.777952222813,-75.4198693188183,"Hospital 13332","Edwardsburgh/Cardinal"
"232",14443,3507006,207.059274154438,108.60934789824,212.191027521553,379.268823262693,75.6018571258367,331.478382818413,17.0499982223918,0,46.6500096009196,7.76122091028335,5.86272395647921,24.1355040502714,2.09040385447478,4.2166299448437,0,0,0,0,2284.11718223972,169.659265509667,4053.13160844634,454.133374243579,0,1456.07729219778,299.569682877354,145.95429973776,624.046608372603,4.75091785107905,641.616843008268,0,0,0,0,1686.49365685243,169.659265509667,1931.02108877684,329.832138641604,0,742.512652814637,187.408845369421,74.4279955938397,474.619223228391,4.75091785107905,261.109454944745,0,0,0,0,468.116568668827,0,1769.85901180609,98.4019957515269,0,568.688345084234,98.9892835932418,57.0041917558593,112.47339370166,0,351.766584218148,0,0,0,0,129.506956718468,0,352.251507863409,25.8992398504482,0,144.876294298911,13.1715539146918,14.5221123880606,36.9539914425519,0,28.7408038453757,0,1421.97520332084,0,6506.90805619573,1910.21066644136,445.523982615114,1270.41436923195,10133.0570744842,0,2237.97558047492,667.090340835761,155.993475349101,464.239977919807,3525.29937457959,0,481.758464581876,170.77553414936,27.6936663027524,65.6947952879276,745.922460321916,0,18,6,2,4,30,4,1,1,1,1,18,6,2,4,30,0,0.990396964413353,0.872242313443544,0.610306825500156,0.870146828241062,0.925393340135539,0,5.23345388066126,1.22061365100031,3.48058731296425,6.94045005101655,17432.5079672725,25969.2097701466,2105.36531627266,449.922977794709,1004.58851034833,16.5124460463435,16.5125203203251,16.5256283964081,16.5122136868139,16.4997497139002,14211.2769010929,21176.9704146106,1722.73021694661,366.960887961724,816.727647708092,13.4612267792733,13.4653752420364,13.5222135429328,13.4674975401939,13.4142503450824,46961.5945418348,16.512803610134,38294.6660683199,13.4653072637581,30688340,44.76629852593,-75.6724696007792,"Hospital 14443","Augusta"
"233",15554,3507008,88.8982009455282,68.5397153913201,50.7109746131151,194.57495824781,38.9229580240991,113.996015704631,11.5471095708155,0,21.0523642347246,0.102592432475946,4.2054853169201,16.6630205258099,2.27494374100516,3.62324281483472,0,0,0,0,1202.92776599462,88.039199847031,1409.51492615656,280.613036599378,0,646.030871237608,2.66201844077425,104.696838712686,456.39850984508,5.17032668410264,560.139579405759,0,0,0,0,872.157581765495,88.039199847031,666.020875944721,209.918289260326,0,337.513458030883,1.6872753532297,53.3891489623637,372.685349386155,5.17032668410264,212.657831604055,0,0,0,0,261.033015852563,0,621.856261716286,54.0084431236169,0,244.418551784434,0.848094875180914,40.8905985019516,53.6875635309761,0,324.186479161937,0,0,0,0,69.7371683765614,0,121.637788495557,16.6863042154352,0,64.0988614222915,0.126648212363636,10.4170912483706,30.0255969279491,0,23.2952686397662,0,615.111581563089,0,2700.48189199821,926.643907836986,107.35885715346,1021.70841593494,4756.1930729236,0,882.889277568849,298.426994908051,41.7386933771325,377.874042692913,1600.92900854695,0,191.374956872119,80.7851656377267,10.5437394607343,53.3208655677154,336.024727538295,0,8,3,1,3,15,4,1,1,1,1,8,3,1,3,15,0,0.924822565752813,0.846250144143366,0.294133855214959,0.933067046515928,0.86871106354769,0,2.5387504324301,0.294133855214959,2.79920113954778,3.25766648830384,994.272769304374,1636.89912919204,148.599696451454,19.0245161593099,107.869452737765,2.38836912550109,2.35529167355727,2.27917323662752,2.20800520162118,2.39059577679913,694.564513621507,1136.60341953969,101.77769134416,12.8543832972859,75.3400992735171,1.66843193459165,1.63542916141688,1.56103273248024,1.49189314179485,1.66968236674702,2906.66556384495,2.36271405950338,2021.14010707616,1.6429052611399,14756900,44.7111478754747,-75.5138873666204,"Hospital 15554","Prescott"
"234",16665,3507017,11.9169216896051,14.3586770740895,15.5065950668468,69.7237817576905,17.5199542542579,29.1239152718264,0,0,0,2.54264465990498,1.09715422691421,0,0,0,0,0,0,0,438.924868607527,49.2385259424987,364.592252448088,0,0,0,51.5291636161366,27.3139888697324,0,0,0,0,0,0,0,334.723042943578,49.2385259424987,169.858305052353,0,0,0,37.0075069602728,13.9285067099719,0,0,0,0,0,0,0,80.921649527996,0,163.50722652109,0,0,0,11.7177436247561,10.6678039766226,0,0,0,0,0,0,0,23.2801761359534,0,31.2267208746453,0,0,0,2.80391303110766,2.71767818313798,0,0,0,0,161.789644001135,0,852.755646998114,0,78.843152485869,0,931.598799483983,0,244.428876049086,0,22.3855476013787,0,266.814423650465,0,54.5068970105987,0,5.52159121424565,0,60.0284882248443,0,3,0,1,0,4,2,0,1,0,1,3,0,1,0,4,0,0.778772280363575,NA,0.216008636947586,NA,0.638081369509578,0,NA,0.216008636947586,NA,1.27616273901916,883.456406069337,2460.81528443342,NA,76.9755752580627,NA,10.5721639420422,10.5734508571994,NA,10.5741522611063,NA,530.968195625156,1482.96204837907,NA,46.455690536791,NA,6.35400091458382,6.37188270115856,NA,6.38162876320187,NA,3421.24726576082,10.5731342907733,2060.38593454102,6.36748398595451,4419267,44.5336585609324,-75.880583224563,"Hospital 16665","Front of Yonge"
"235",17776,3507021,144.696093529339,142.354350343015,146.103590389744,367.124670369143,98.1955091662605,200.966964971508,10.505044240682,0,24.1525327013118,8.5390943422069,13.3043405249375,17.2770291736243,0,1.1025596870574,0,0,0,0,2659.79796369051,339.970747422602,3048.89353945863,518.990237008719,0,1249.79089207265,247.177500042236,513.82150454696,302.93541867031,0,51.6087087438791,0,0,0,0,1994.06737515215,339.970747422602,1211.33653715984,322.281440602988,0,510.919003968437,146.458303340324,199.026773475546,221.787878692276,0,26.3173661474493,0,0,0,0,538.009018075359,0,1637.70184106129,173.830453857252,0,681.661403241516,90.5218617812313,297.130409036806,65.5680646748753,0,20.1563964528226,0,0,0,0,127.721570462999,0,199.855161237496,22.8783425484777,0,57.210484862694,10.1973349206807,17.6643220346073,15.5794753031582,0,5.13494614360721,0,1174.32177943883,0,6048.66225057174,1768.78112908137,760.999004589196,354.544127414189,8932.98651165649,0,2175.71085913665,855.491857098768,387.652270818038,85.7244611276978,3504.57944818116,0,327.576731700495,80.0888274111718,27.861656955288,20.7144214467654,456.24163751372,0,17,5,3,1,26,4,1,1,1,1,17,5,3,1,26,0,0.974804552872158,0.969195139222666,0.694976259898809,0.971353773737503,0.941305217245152,0,4.84597569611333,2.08492877969643,0.971353773737503,6.11848391209349,12316.3010248254,18937.6530821558,984.808431431645,620.68084700156,522.209475065834,14.2169990934137,14.2113300836464,14.2076930692517,14.207491879749,14.2062338560512,11052.632285396,16990.5113565843,885.791922416091,557.960267101021,467.782782536756,12.7583162237249,12.7501419595588,12.7791957859408,12.771806963846,12.7256051830804,33381.6528604803,14.213162629255,29954.6786140342,12.7540334934215,27816718,44.4278250165973,-76.0096224108213,"Hospital 17776","Leeds and the Thousand Islands"
"236",18887,3507024,107.479542644159,87.5046290717798,221.488161909797,278.014210145295,71.9619352530354,168.725443310433,5.07415320881465,0,12.124028888536,5.11540648693509,7.72512577132107,21.2643963728446,0,7.72697256208639,0,0,0,0,2086.98255196794,261.370895019727,2745.96342940257,296.653322100465,0,734.056425141108,142.195950416007,297.77038697968,891.05413931603,0,1094.11795863452,0,0,0,0,1585.60475652544,261.370895019727,1028.20079764522,178.400414338998,0,283.682322149549,85.5133402583377,129.399984249764,690.583002311287,0,442.14201265109,0,0,0,0,405.590751324324,0,1556.92217700696,106.116445052832,0,425.484587043169,50.8651939314714,155.471847622339,147.699317427034,0,601.839678352785,0,0,0,0,95.7870441181798,0,160.840454750392,12.1364627086349,0,24.8895159483888,5.81741622619792,12.8985551075763,52.7718195777088,0,50.1362676306402,0,994.204005625037,0,5094.31687639024,1030.70974724157,439.966337395687,1985.17209795055,8550.16505897805,0,1962.51292833129,531.601032096001,206.33704155381,749.538995779819,3449.98999776092,0,256.627498868572,37.0259786570236,18.7159713337742,102.908087208349,415.277536067718,0,14,3,2,6,25,4,1,1,1,1,14,3,2,6,25,0,0.99693089557539,0.941287440403263,0.602693612870804,0.906471277602989,0.937004390024991,0,2.82386232120979,1.20538722574161,5.43882766561793,5.8562774376562,6416.52253626588,7986.01113621547,265.09106659656,197.857270820771,446.243460463776,7.70341991316055,7.6980785388527,7.70695021997113,7.70440301232657,7.69614331536632,4134.99841272766,5128.32803802215,170.327731138881,127.003599550575,285.528102119359,4.96431344758136,4.94342811903509,4.95191091054677,4.94541803237613,4.92436391603664,15311.7254703624,7.70049475949167,9846.18588355863,4.95179350910406,24364505,44.3273835546047,-76.1617940250282,"Hospital 18887","Gananoque"
"237",19998,3507033,1.33421771380339,2.01872792252125,1.03798186906162,14.0573780842878,7.2366163568894,8.61480637443546,2.32879178311839,0,0,0,0,0,0,0,0,0,0,0,94.8135517874843,27.0898093121567,83.2183769665567,105.513989560878,0,0,0,0,0,0,0,0,0,0,0,72.2260245193952,27.0898093121567,59.8210164338828,66.6273759279192,0,0,0,0,0,0,0,0,0,0,0,16.0767178224105,0,16.279351982923,34.2030289220479,0,0,0,0,0,0,0,0,0,0,0,6.51080944567856,0,7.11800854975084,4.68358471091043,0,0,0,0,0,0,0,0,36.6285201041173,0,205.121738066198,105.513989560878,0,0,310.635727627075,0,32.3560698053335,34.2030289220479,0,0,66.5590987273814,0,13.6288179954294,4.68358471091043,0,0,18.3124027063398,0,1,1,0,0,2,2,1,0,0,1,1,1,0,0,2,0,0.561977364564925,0.289079423454459,NA,NA,0.425528394009692,0,0.289079423454459,NA,NA,0.425528394009692,12.2146794919713,83.2002841094009,6.47823158078427,NA,NA,1.39089969909408,1.39089969909408,1.39089969909408,NA,NA,6.10733974598566,41.6001420547004,3.23911579039214,NA,NA,0.69544984954704,0.69544984954704,0.69544984954704,NA,NA,101.893195182156,1.39089969909408,50.9465975910782,0.69544984954704,2102551,44.6774069294629,-76.4007160482427,"Hospital 19998","Westport"
"238",21109,3507040,132.892746580832,147.018668481445,129.637793356826,377.856840248921,74.7036732850309,218.355442971715,4.25152268667122,0,8.88976686741804,6.54080413334034,5.32894412033981,19.3593200089763,0.994694997072839,4.38355145607937,0,0,0,0,2513.72629825177,189.795551738866,2533.07446570175,281.601217856337,0,429.612668854588,217.919927561188,225.229427835277,315.175115618963,2.26067044789282,281.694406332788,0,0,0,0,1900.61091563747,189.795551738866,1494.93054176832,200.362533284506,0,233.749348069435,141.61152675298,94.2731706696202,228.129827292488,2.26067044789282,121.330513172417,0,0,0,0,430.280546754846,0,850.146315927728,60.3481554426463,0,164.724968838064,66.9899387613383,120.912558151935,69.7326726223928,0,138.991515480077,0,0,0,0,182.834835859456,0,187.9976080057,20.8905291291843,0,31.1383519470892,9.31846204686975,10.0436990137208,17.3126157040828,0,21.3723776802947,0,1130.21376919467,0,5236.59631569239,711.213886710925,443.149355396464,599.130192399644,6990.08975019942,0,1280.42686268257,225.07312428071,187.902496913274,208.724188102469,1902.12667197903,0,370.832443865155,52.0288810762735,19.3621610605906,38.6849933843775,480.908479386397,0,15,2,2,2,21,4,1,1,1,1,15,2,2,2,21,0,0.956455948071669,0.974265598234144,0.607053911502006,0.820726290958416,0.911949086784008,0,1.94853119646829,1.21410782300401,1.64145258191683,4.78773270561604,21852.3704208924,35782.5462666007,696.965447249615,631.762093144763,1322.27186307278,26.6785650804266,26.6669363872094,26.5181527421993,26.6122785270062,26.725989096322,19366.9681016016,31628.9763561627,613.997150028757,557.348543133339,1168.98311014202,23.6442504386224,23.5714891332262,23.3613736118346,23.4776901422714,23.627690135399,60285.9160909602,26.6701387534488,53336.2732610684,23.5956571733652,22294318,44.6306940291026,-76.1456315954337,"Hospital 21109","Rideau Lakes"
"239",22220,3507042,27.8747989822755,50.3993317518317,27.9040779560385,106.535555977565,40.4644864724827,92.7380923792709,5.7674291404358,0,7.11597572955763,0.896109398418732,2.4593189751904,6.89736006113379,0,0,0,0,0,0,642.51325648092,90.6726348028855,1143.00991638243,142.086968655429,0,222.109507806729,24.909677835048,61.2254954386871,182.927127506518,0,0,0,0,0,0,486.94433751121,90.6726348028855,536.516440201657,105.659086394728,0,113.262613695459,14.9801014037475,31.2213543069903,111.901395200096,0,0,0,0,0,0,117.014734375041,0,507.005736533701,28.2785477301564,0,86.7475161510349,8.91048999738294,23.9123471429426,62.2484786440611,0,0,0,0,0,0,38.5541845946688,0,99.4877396470766,8.14933453054401,0,22.0993779602347,1.01908643391759,6.09179398875416,8.77725366236069,0,0,0,369.0525368242,0,1876.19580766624,364.196476462157,86.1351732737351,182.927127506518,2509.45458490865,0,624.020470908742,115.026063881191,32.8228371403256,62.2484786440611,834.11785057432,0,138.041924241745,30.2487124907788,7.11088042267175,8.77725366236069,184.178770817557,0,6,1,1,1,9,4,1,1,1,1,6,1,1,1,9,0,0.856710414459471,0.997798565649746,0.235986776092425,0.501170212346625,0.763913115649513,0,0.997798565649746,0.235986776092425,0.501170212346625,1.7188045102114,2757.25305777761,6225.559024574,334.558360991385,87.1343118086167,179.111772121273,12.9840816293292,12.9840816293292,12.9840816293292,12.9840816293292,12.9840816293292,1259.04482656532,2842.77783653441,152.769428399832,39.7881522660792,81.787832070807,5.92892290281295,5.92892290281296,5.92892290281296,5.92892290281296,5.92892290281296,9583.61652727289,12.9840816293292,4376.16807583644,5.92892290281296,9409622,44.6142718070816,-75.9512246884157,"Hospital 22220","Athens"
